datetime,city,o3,no2,pm25
2023-01-01 01:00:00,Birmingham A4540 Roadside,61.33451,14.17608,7.123
2023-01-01 02:00:00,Birmingham A4540 Roadside,65.79158,10.04362,4.057
2023-01-01 03:00:00,Birmingham A4540 Roadside,66.40692,11.48356,4.363
2023-01-01 04:00:00,Birmingham A4540 Roadside,67.25509,8.76057,4.127
2023-01-01 05:00:00,Birmingham A4540 Roadside,68.25294,8.22369,5.024
2023-01-01 06:00:00,Birmingham A4540 Roadside,66.5566,6.56865,5.778
2023-01-01 07:00:00,Birmingham A4540 Roadside,69.69982,6.83647,5.542
2023-01-01 08:00:00,Birmingham A4540 Roadside,67.45466,8.22437,5.283
2023-01-01 09:00:00,Birmingham A4540 Roadside,63.96219,11.74592,5.896
2023-01-01 10:00:00,Birmingham A4540 Roadside,67.90369,7.52999,5.59
2023-01-01 11:00:00,Birmingham A4540 Roadside,68.5523,7.79669,6.792
2023-01-01 12:00:00,Birmingham A4540 Roadside,68.00348,7.63796,7.618
2023-01-01 13:00:00,Birmingham A4540 Roadside,63.01423,11.5929,8.632
2023-01-01 14:00:00,Birmingham A4540 Roadside,60.61939,14.58203,9.033
2023-01-01 15:00:00,Birmingham A4540 Roadside,55.28089,21.63451,9.646
2023-01-01 16:00:00,Birmingham A4540 Roadside,49.2439,27.77505,10.118
2023-01-01 17:00:00,Birmingham A4540 Roadside,41.51056,34.07631,10.425
2023-01-01 18:00:00,Birmingham A4540 Roadside,40.81206,32.68847,10.354
2023-01-01 19:00:00,Birmingham A4540 Roadside,47.74712,31.56344,6.887
2023-01-01 20:00:00,Birmingham A4540 Roadside,39.46497,41.2892,5.873
2023-01-01 21:00:00,Birmingham A4540 Roadside,33.12862,44.33319,5.377
2023-01-01 22:00:00,Birmingham A4540 Roadside,36.32174,43.58029,5.071
2023-01-01 23:00:00,Birmingham A4540 Roadside,44.00519,31.08438,4.552
2023-01-02 00:00:00,Birmingham A4540 Roadside,47.54755,26.70363,4.693
2023-01-02 01:00:00,Birmingham A4540 Roadside,48.09637,18.30483,4.811
2023-01-02 02:00:00,Birmingham A4540 Roadside,50.42469,13.53044,4.623
2023-01-02 03:00:00,Birmingham A4540 Roadside,50.14196,10.68122,4.67
2023-01-02 04:00:00,Birmingham A4540 Roadside,47.8968,11.05481,4.693
2023-01-02 05:00:00,Birmingham A4540 Roadside,35.07443,24.4664,4.458
2023-01-02 06:00:00,Birmingham A4540 Roadside,43.05723,23.98042,3.09
2023-01-02 07:00:00,Birmingham A4540 Roadside,44.15486,21.94545,2.759
2023-01-02 08:00:00,Birmingham A4540 Roadside,37.51916,25.58013,2.759
2023-01-02 09:00:00,Birmingham A4540 Roadside,18.36044,43.45429,3.585
2023-01-02 10:00:00,Birmingham A4540 Roadside,24.24776,38.79104,4.104
2023-01-02 11:00:00,Birmingham A4540 Roadside,31.9312,32.1081,4.198
2023-01-02 12:00:00,Birmingham A4540 Roadside,35.77292,35.73972,3.986
2023-01-02 13:00:00,Birmingham A4540 Roadside,35.62324,32.43474,3.797
2023-01-02 14:00:00,Birmingham A4540 Roadside,33.2783,42.81079,4.08
2023-01-02 15:00:00,Birmingham A4540 Roadside,32.5798,41.95037,4.599
2023-01-02 16:00:00,Birmingham A4540 Roadside,38.96604,31.09669,3.302
2023-01-02 17:00:00,Birmingham A4540 Roadside,14.71829,69.50428,7.406
2023-01-02 18:00:00,Birmingham A4540 Roadside,2.14538,,12.217
2023-01-02 19:00:00,Birmingham A4540 Roadside,3.09334,86.29757,14.175
2023-01-02 20:00:00,Birmingham A4540 Roadside,4.54022,75.4608,12.665
2023-01-02 21:00:00,Birmingham A4540 Roadside,2.29506,78.04457,13.797
2023-01-02 22:00:00,Birmingham A4540 Roadside,1.79613,78.95892,
2023-01-02 23:00:00,Birmingham A4540 Roadside,1.79613,77.57743,
2023-01-03 00:00:00,Birmingham A4540 Roadside,1.74624,59.38735,20.142
2023-01-03 01:00:00,Birmingham A4540 Roadside,1.39699,55.99925,14.906
2023-01-03 02:00:00,Birmingham A4540 Roadside,7.51714,40.17412,11.415
2023-01-03 03:00:00,Birmingham A4540 Roadside,12.17377,34.02651,9.552
2023-01-03 04:00:00,Birmingham A4540 Roadside,29.9355,20.34801,7.288
2023-01-03 05:00:00,Birmingham A4540 Roadside,31.03314,21.36904,7.193
2023-01-03 06:00:00,Birmingham A4540 Roadside,31.98109,28.21821,7.052
2023-01-03 07:00:00,Birmingham A4540 Roadside,28.43873,35.64679,6.792
2023-01-03 08:00:00,Birmingham A4540 Roadside,32.48002,38.90126,5.802
2023-01-03 09:00:00,Birmingham A4540 Roadside,28.98754,41.79142,4.434
2023-01-03 10:00:00,Birmingham A4540 Roadside,35.42368,40.29071,2.453
2023-01-03 11:00:00,Birmingham A4540 Roadside,34.27615,42.27679,2.264
2023-01-03 12:00:00,Birmingham A4540 Roadside,40.96174,38.90131,3.986
2023-01-03 13:00:00,Birmingham A4540 Roadside,45.55185,33.61274,2.995
2023-01-03 14:00:00,Birmingham A4540 Roadside,43.05723,33.35006,3.042
2023-01-03 15:00:00,Birmingham A4540 Roadside,50.09207,25.22709,4.646
2023-01-03 16:00:00,Birmingham A4540 Roadside,51.83831,24.36949,4.198
2023-01-03 17:00:00,Birmingham A4540 Roadside,51.83831,27.52228,3.656
2023-01-03 18:00:00,Birmingham A4540 Roadside,55.72992,23.14001,2.146
2023-01-03 19:00:00,Birmingham A4540 Roadside,58.47401,18.32726,1.58
2023-01-03 20:00:00,Birmingham A4540 Roadside,56.22885,16.3502,1.604
2023-01-03 21:00:00,Birmingham A4540 Roadside,54.5824,16.29867,1.745
2023-01-03 22:00:00,Birmingham A4540 Roadside,59.62154,13.62367,1.321
2023-01-03 23:00:00,Birmingham A4540 Roadside,63.76262,10.68578,1.179
2023-01-04 00:00:00,Birmingham A4540 Roadside,69.35058,6.89231,1.769
2023-01-04 01:00:00,Birmingham A4540 Roadside,71.51258,4.56063,1.439
2023-01-04 02:00:00,Birmingham A4540 Roadside,72.71,3.1347,1.203
2023-01-04 03:00:00,Birmingham A4540 Roadside,72.14456,3.95381,0.825
2023-01-04 04:00:00,Birmingham A4540 Roadside,69.94929,2.45783,0.66
2023-01-04 05:00:00,Birmingham A4540 Roadside,66.40692,7.00172,0.354
2023-01-04 06:00:00,Birmingham A4540 Roadside,63.41337,15.28085,1.085
2023-01-04 07:00:00,Birmingham A4540 Roadside,64.76047,14.80198,3.868
2023-01-04 08:00:00,Birmingham A4540 Roadside,62.96434,19.61339,7.642
2023-01-04 09:00:00,Birmingham A4540 Roadside,57.82541,22.97884,7.642
2023-01-04 10:00:00,Birmingham A4540 Roadside,51.78842,27.36205,7.264
2023-01-04 11:00:00,Birmingham A4540 Roadside,48.14626,27.20948,8.514
2023-01-04 12:00:00,Birmingham A4540 Roadside,52.08777,20.31142,5.684
2023-01-04 13:00:00,Birmingham A4540 Roadside,51.18971,20.09758,7.17
2023-01-04 14:00:00,Birmingham A4540 Roadside,53.03573,16.24956,8.137
2023-01-04 15:00:00,Birmingham A4540 Roadside,49.79272,21.27495,9.835
2023-01-04 16:00:00,Birmingham A4540 Roadside,51.18971,18.22241,7.123
2023-01-04 17:00:00,Birmingham A4540 Roadside,46.40003,22.01796,6.156
2023-01-04 18:00:00,Birmingham A4540 Roadside,45.10282,23.89063,6.085
2023-01-04 19:00:00,Birmingham A4540 Roadside,46.99874,19.23679,6.698
2023-01-04 20:00:00,Birmingham A4540 Roadside,43.10712,21.80398,7.264
2023-01-04 21:00:00,Birmingham A4540 Roadside,48.39573,16.30046,6.274
2023-01-04 22:00:00,Birmingham A4540 Roadside,49.14411,15.60321,5.519
2023-01-04 23:00:00,Birmingham A4540 Roadside,48.84476,15.87277,5.283
2023-01-05 00:00:00,Birmingham A4540 Roadside,54.08347,8.76328,6.958
2023-01-05 01:00:00,Birmingham A4540 Roadside,54.7487,7.62604,6.745
2023-01-05 02:00:00,Birmingham A4540 Roadside,56.21222,5.70009,6.392
2023-01-05 03:00:00,Birmingham A4540 Roadside,54.73207,5.02304,7.264
2023-01-05 04:00:00,Birmingham A4540 Roadside,51.68863,8.92572,7.807
2023-01-05 05:00:00,Birmingham A4540 Roadside,46.74927,13.14536,8.609
2023-01-05 06:00:00,Birmingham A4540 Roadside,36.42153,27.15627,10.212
2023-01-05 07:00:00,Birmingham A4540 Roadside,26.54281,41.48769,12.028
2023-01-05 08:00:00,Birmingham A4540 Roadside,29.68604,38.23063,11.675
2023-01-05 09:00:00,Birmingham A4540 Roadside,27.88991,42.12822,12.311
2023-01-05 10:00:00,Birmingham A4540 Roadside,24.44733,44.69522,9.033
2023-01-05 11:00:00,Birmingham A4540 Roadside,26.49292,48.44611,4.269
2023-01-05 12:00:00,Birmingham A4540 Roadside,35.17421,38.48904,3.514
2023-01-05 13:00:00,Birmingham A4540 Roadside,38.11787,35.4895,3.986
2023-01-05 14:00:00,Birmingham A4540 Roadside,48.5953,29.77067,3.703
2023-01-05 15:00:00,Birmingham A4540 Roadside,50.94024,24.37634,2.382
2023-01-05 16:00:00,Birmingham A4540 Roadside,38.96604,37.31022,3.915
2023-01-05 17:00:00,Birmingham A4540 Roadside,37.76862,47.94062,3.656
2023-01-05 18:00:00,Birmingham A4540 Roadside,36.72088,41.53642,3.255
2023-01-05 19:00:00,Birmingham A4540 Roadside,47.8968,28.81042,2.689
2023-01-05 20:00:00,Birmingham A4540 Roadside,52.68648,18.97394,3.208
2023-01-05 21:00:00,Birmingham A4540 Roadside,56.62799,16.99684,3.302
2023-01-05 22:00:00,Birmingham A4540 Roadside,58.92304,13.46893,2.594
2023-01-05 23:00:00,Birmingham A4540 Roadside,59.37208,15.49846,2.075
2023-01-06 00:00:00,Birmingham A4540 Roadside,67.75402,12.07808,1.84
2023-01-06 01:00:00,Birmingham A4540 Roadside,70.9804,11.25844,0.802
2023-01-06 02:00:00,Birmingham A4540 Roadside,71.8452,8.05269,0.778
2023-01-06 03:00:00,Birmingham A4540 Roadside,70.29853,11.06242,
2023-01-06 04:00:00,Birmingham A4540 Roadside,68.05337,12.77238,
2023-01-06 05:00:00,Birmingham A4540 Roadside,63.8624,14.21976,4.906
2023-01-06 06:00:00,Birmingham A4540 Roadside,60.76907,22.77262,5.071
2023-01-06 07:00:00,Birmingham A4540 Roadside,41.11142,42.67172,5.637
2023-01-06 08:00:00,Birmingham A4540 Roadside,14.6185,76.84121,5.542
2023-01-06 09:00:00,Birmingham A4540 Roadside,20.10668,59.09364,5.189
2023-01-06 10:00:00,Birmingham A4540 Roadside,34.67529,48.11488,5.943
2023-01-06 11:00:00,Birmingham A4540 Roadside,45.80132,30.74308,4.363
2023-01-06 12:00:00,Birmingham A4540 Roadside,45.9011,30.10407,4.741
2023-01-06 13:00:00,Birmingham A4540 Roadside,44.45422,29.36109,3.561
2023-01-06 14:00:00,Birmingham A4540 Roadside,48.84476,27.80039,4.033
2023-01-06 15:00:00,Birmingham A4540 Roadside,49.14411,32.34275,4.245
2023-01-06 16:00:00,Birmingham A4540 Roadside,31.18281,56.50463,5.802
2023-01-06 17:00:00,Birmingham A4540 Roadside,22.70109,62.08375,5.448
2023-01-06 18:00:00,Birmingham A4540 Roadside,19.15872,66.93677,5.0
2023-01-06 19:00:00,Birmingham A4540 Roadside,24.54711,55.91478,5.189
2023-01-06 20:00:00,Birmingham A4540 Roadside,37.2697,38.00503,4.41
2023-01-06 21:00:00,Birmingham A4540 Roadside,51.08992,26.99375,4.151
2023-01-06 22:00:00,Birmingham A4540 Roadside,57.42627,17.26601,4.552
2023-01-06 23:00:00,Birmingham A4540 Roadside,58.37423,17.7986,3.066
2023-01-07 00:00:00,Birmingham A4540 Roadside,58.12476,14.00547,3.561
2023-01-07 01:00:00,Birmingham A4540 Roadside,60.13709,12.33245,3.821
2023-01-07 02:00:00,Birmingham A4540 Roadside,61.40104,8.33936,2.83
2023-01-07 03:00:00,Birmingham A4540 Roadside,64.511,5.23935,2.264
2023-01-07 04:00:00,Birmingham A4540 Roadside,66.00778,4.65154,2.146
2023-01-07 05:00:00,Birmingham A4540 Roadside,66.35702,3.95579,2.311
2023-01-07 06:00:00,Birmingham A4540 Roadside,64.5609,4.49193,2.5
2023-01-07 07:00:00,Birmingham A4540 Roadside,65.75832,5.50701,2.807
2023-01-07 08:00:00,Birmingham A4540 Roadside,62.5652,9.35649,2.005
2023-01-07 09:00:00,Birmingham A4540 Roadside,59.42197,14.64916,2.217
2023-01-07 10:00:00,Birmingham A4540 Roadside,57.77552,16.36146,2.453
2023-01-07 11:00:00,Birmingham A4540 Roadside,58.62369,20.69194,2.901
2023-01-07 12:00:00,Birmingham A4540 Roadside,54.18326,25.02327,2.099
2023-01-07 13:00:00,Birmingham A4540 Roadside,50.5411,27.05358,2.217
2023-01-07 14:00:00,Birmingham A4540 Roadside,52.08777,30.90307,1.958
2023-01-07 15:00:00,Birmingham A4540 Roadside,51.68863,28.71048,2.311
2023-01-07 16:00:00,Birmingham A4540 Roadside,40.66239,38.33466,2.642
2023-01-07 17:00:00,Birmingham A4540 Roadside,55.97939,27.00032,2.217
2023-01-07 18:00:00,Birmingham A4540 Roadside,59.47186,23.41806,2.241
2023-01-07 19:00:00,Birmingham A4540 Roadside,64.31143,20.15607,2.5
2023-01-07 20:00:00,Birmingham A4540 Roadside,58.97294,29.93859,3.915
2023-01-07 21:00:00,Birmingham A4540 Roadside,57.57595,27.63925,4.575
2023-01-07 22:00:00,Birmingham A4540 Roadside,61.8667,18.3915,5.802
2023-01-07 23:00:00,Birmingham A4540 Roadside,62.16606,16.25272,7.241
2023-01-08 00:00:00,Birmingham A4540 Roadside,61.11831,14.43568,7.642
2023-01-08 01:00:00,Birmingham A4540 Roadside,61.33451,13.90299,6.25
2023-01-08 02:00:00,Birmingham A4540 Roadside,60.13709,10.76509,6.84
2023-01-08 03:00:00,Birmingham A4540 Roadside,67.05552,7.48564,5.236
2023-01-08 04:00:00,Birmingham A4540 Roadside,66.05767,9.08905,4.033
2023-01-08 05:00:00,Birmingham A4540 Roadside,68.40262,6.41552,3.538
2023-01-08 06:00:00,Birmingham A4540 Roadside,65.65853,8.87577,2.642
2023-01-08 07:00:00,Birmingham A4540 Roadside,63.56305,9.57014,3.09
2023-01-08 08:00:00,Birmingham A4540 Roadside,64.76047,13.63431,1.722
2023-01-08 09:00:00,Birmingham A4540 Roadside,51.98799,22.77681,2.406
2023-01-08 10:00:00,Birmingham A4540 Roadside,52.88605,20.85175,3.538
2023-01-08 11:00:00,Birmingham A4540 Roadside,54.5325,21.22857,4.929
2023-01-08 12:00:00,Birmingham A4540 Roadside,58.27444,20.31906,4.292
2023-01-08 13:00:00,Birmingham A4540 Roadside,62.01638,19.30299,2.807
2023-01-08 14:00:00,Birmingham A4540 Roadside,59.12261,23.68921,2.288
2023-01-08 15:00:00,Birmingham A4540 Roadside,59.47186,21.06802,1.792
2023-01-08 16:00:00,Birmingham A4540 Roadside,48.44562,38.50358,1.792
2023-01-08 17:00:00,Birmingham A4540 Roadside,54.93164,29.24978,2.288
2023-01-08 18:00:00,Birmingham A4540 Roadside,53.68433,37.05507,2.146
2023-01-08 19:00:00,Birmingham A4540 Roadside,31.88131,55.66915,4.458
2023-01-08 20:00:00,Birmingham A4540 Roadside,35.47357,57.43177,6.038
2023-01-08 21:00:00,Birmingham A4540 Roadside,28.18926,51.97738,7.17
2023-01-08 22:00:00,Birmingham A4540 Roadside,38.31744,38.12671,6.203
2023-01-08 23:00:00,Birmingham A4540 Roadside,26.74238,51.76737,6.934
2023-01-09 00:00:00,Birmingham A4540 Roadside,39.914,35.18233,5.731
2023-01-09 01:00:00,Birmingham A4540 Roadside,42.50841,27.16576,5.094
2023-01-09 02:00:00,Birmingham A4540 Roadside,55.54698,12.26359,4.033
2023-01-09 03:00:00,Birmingham A4540 Roadside,54.18326,11.44339,3.561
2023-01-09 04:00:00,Birmingham A4540 Roadside,51.8882,13.1546,3.349
2023-01-09 05:00:00,Birmingham A4540 Roadside,43.15701,25.02959,3.349
2023-01-09 06:00:00,Birmingham A4540 Roadside,37.9183,39.84441,3.325
2023-01-09 07:00:00,Birmingham A4540 Roadside,42.6082,38.98677,5.118
2023-01-09 08:00:00,Birmingham A4540 Roadside,37.41938,40.37985,4.057
2023-01-09 09:00:00,Birmingham A4540 Roadside,30.13507,48.51103,2.783
2023-01-09 10:00:00,Birmingham A4540 Roadside,31.38238,52.73554,2.854
2023-01-09 11:00:00,Birmingham A4540 Roadside,41.06153,46.26678,3.42
2023-01-09 12:00:00,Birmingham A4540 Roadside,44.30454,38.98874,4.906
2023-01-09 13:00:00,Birmingham A4540 Roadside,47.09852,40.3254,5.613
2023-01-09 14:00:00,Birmingham A4540 Roadside,46.44992,26.90605,6.156
2023-01-09 15:00:00,Birmingham A4540 Roadside,51.83831,27.86397,6.91
2023-01-09 16:00:00,Birmingham A4540 Roadside,46.05078,31.44835,6.226
2023-01-09 17:00:00,Birmingham A4540 Roadside,46.99874,34.1228,6.014
2023-01-09 18:00:00,Birmingham A4540 Roadside,48.19616,30.85784,6.887
2023-01-09 19:00:00,Birmingham A4540 Roadside,44.75357,33.6377,7.712
2023-01-09 20:00:00,Birmingham A4540 Roadside,40.76217,33.90552,9.811
2023-01-09 21:00:00,Birmingham A4540 Roadside,41.36088,29.09451,10.0
2023-01-09 22:00:00,Birmingham A4540 Roadside,43.80562,29.14517,9.34
2023-01-09 23:00:00,Birmingham A4540 Roadside,51.33938,20.00037,9.175
2023-01-10 00:00:00,Birmingham A4540 Roadside,34.5755,33.79893,9.859
2023-01-10 01:00:00,Birmingham A4540 Roadside,32.33034,33.87483,9.363
2023-01-10 02:00:00,Birmingham A4540 Roadside,54.14999,10.62557,8.915
2023-01-10 03:00:00,Birmingham A4540 Roadside,59.72132,7.32753,8.726
2023-01-10 04:00:00,Birmingham A4540 Roadside,59.52175,9.30619,8.278
2023-01-10 05:00:00,Birmingham A4540 Roadside,48.74497,17.54482,8.467
2023-01-10 06:00:00,Birmingham A4540 Roadside,40.86196,36.80006,8.514
2023-01-10 07:00:00,Birmingham A4540 Roadside,35.77292,48.67585,7.948
2023-01-10 08:00:00,Birmingham A4540 Roadside,40.66239,42.84465,5.967
2023-01-10 09:00:00,Birmingham A4540 Roadside,33.57765,56.59445,4.764
2023-01-10 10:00:00,Birmingham A4540 Roadside,34.12647,57.50726,2.524
2023-01-10 11:00:00,Birmingham A4540 Roadside,34.62539,63.39068,1.698
2023-01-10 12:00:00,Birmingham A4540 Roadside,43.30669,29.52811,1.439
2023-01-10 13:00:00,Birmingham A4540 Roadside,39.76432,25.78475,2.854
2023-01-10 14:00:00,Birmingham A4540 Roadside,38.26755,23.00271,3.09
2023-01-10 15:00:00,Birmingham A4540 Roadside,44.00519,20.32727,4.575
2023-01-10 16:00:00,Birmingham A4540 Roadside,44.15486,26.58483,6.085
2023-01-10 17:00:00,Birmingham A4540 Roadside,35.32389,34.12901,5.708
2023-01-10 18:00:00,Birmingham A4540 Roadside,38.51701,24.5017,3.75
2023-01-10 19:00:00,Birmingham A4540 Roadside,45.35228,13.21248,1.887
2023-01-10 20:00:00,Birmingham A4540 Roadside,48.24605,14.49584,1.439
2023-01-10 21:00:00,Birmingham A4540 Roadside,61.36778,13.26458,1.25
2023-01-10 22:00:00,Birmingham A4540 Roadside,61.56735,17.70323,2.123
2023-01-10 23:00:00,Birmingham A4540 Roadside,65.50885,14.81508,2.052
2023-01-11 00:00:00,Birmingham A4540 Roadside,68.70197,11.33848,2.311
2023-01-11 01:00:00,Birmingham A4540 Roadside,65.99115,12.12515,2.618
2023-01-11 02:00:00,Birmingham A4540 Roadside,67.52118,6.41914,3.538
2023-01-11 03:00:00,Birmingham A4540 Roadside,69.35058,4.01198,4.741
2023-01-11 04:00:00,Birmingham A4540 Roadside,68.45251,5.18899,5.637
2023-01-11 05:00:00,Birmingham A4540 Roadside,67.25509,8.13134,6.226
2023-01-11 06:00:00,Birmingham A4540 Roadside,56.5781,21.13098,6.415
2023-01-11 07:00:00,Birmingham A4540 Roadside,55.08132,25.57146,7.052
2023-01-11 08:00:00,Birmingham A4540 Roadside,57.97509,23.0031,6.981
2023-01-11 09:00:00,Birmingham A4540 Roadside,56.42842,26.96134,6.698
2023-01-11 10:00:00,Birmingham A4540 Roadside,54.73207,24.60995,6.179
2023-01-11 11:00:00,Birmingham A4540 Roadside,51.28949,28.51564,7.948
2023-01-11 12:00:00,Birmingham A4540 Roadside,37.9183,46.70358,6.486
2023-01-11 13:00:00,Birmingham A4540 Roadside,54.48261,27.65842,4.693
2023-01-11 14:00:00,Birmingham A4540 Roadside,53.13551,28.40796,4.811
2023-01-11 15:00:00,Birmingham A4540 Roadside,51.58885,33.2215,3.538
2023-01-11 16:00:00,Birmingham A4540 Roadside,57.82541,25.19672,3.278
2023-01-11 17:00:00,Birmingham A4540 Roadside,53.38498,33.4891,2.948
2023-01-11 18:00:00,Birmingham A4540 Roadside,54.93164,24.66169,2.618
2023-01-11 19:00:00,Birmingham A4540 Roadside,60.5695,20.75607,2.618
2023-01-11 20:00:00,Birmingham A4540 Roadside,53.83401,22.09357,3.137
2023-01-11 21:00:00,Birmingham A4540 Roadside,57.17681,21.77291,4.929
2023-01-11 22:00:00,Birmingham A4540 Roadside,57.2267,20.75674,5.0
2023-01-11 23:00:00,Birmingham A4540 Roadside,63.31358,17.22539,4.292
2023-01-12 00:00:00,Birmingham A4540 Roadside,69.69982,9.52219,2.901
2023-01-12 01:00:00,Birmingham A4540 Roadside,72.9761,4.92266,1.156
2023-01-12 02:00:00,Birmingham A4540 Roadside,72.57696,3.56689,0.425
2023-01-12 03:00:00,Birmingham A4540 Roadside,72.64348,2.30067,0.236
2023-01-12 04:00:00,Birmingham A4540 Roadside,71.8452,3.90572,0.542
2023-01-12 05:00:00,Birmingham A4540 Roadside,71.44606,7.65096,0.802
2023-01-12 06:00:00,Birmingham A4540 Roadside,66.65638,14.07158,0.896
2023-01-12 07:00:00,Birmingham A4540 Roadside,56.47831,25.5215,0.991
2023-01-12 08:00:00,Birmingham A4540 Roadside,48.24605,31.03263,0.873
2023-01-12 09:00:00,Birmingham A4540 Roadside,44.30454,36.91832,1.085
2023-01-12 10:00:00,Birmingham A4540 Roadside,38.01809,37.66765,1.533
2023-01-12 11:00:00,Birmingham A4540 Roadside,31.2826,48.15455,1.863
2023-01-12 12:00:00,Birmingham A4540 Roadside,31.2826,48.15455,1.604
2023-01-12 13:00:00,Birmingham A4540 Roadside,54.93164,24.02374,2.406
2023-01-12 14:00:00,Birmingham A4540 Roadside,66.00778,14.60687,6.179
2023-01-12 15:00:00,Birmingham A4540 Roadside,61.76692,27.60856,8.326
2023-01-12 16:00:00,Birmingham A4540 Roadside,61.8667,21.8833,11.156
2023-01-12 17:00:00,Birmingham A4540 Roadside,60.07057,21.29479,11.156
2023-01-12 18:00:00,Birmingham A4540 Roadside,59.27229,25.20054,11.061
2023-01-12 19:00:00,Birmingham A4540 Roadside,63.96219,13.42965,10.283
2023-01-12 20:00:00,Birmingham A4540 Roadside,62.66498,15.89067,9.316
2023-01-12 21:00:00,Birmingham A4540 Roadside,65.90799,11.39651,9.104
2023-01-12 22:00:00,Birmingham A4540 Roadside,67.15531,11.34277,10.755
2023-01-12 23:00:00,Birmingham A4540 Roadside,69.50025,7.97224,8.396
2023-01-13 00:00:00,Birmingham A4540 Roadside,70.34843,5.67146,7.5
2023-01-13 01:00:00,Birmingham A4540 Roadside,71.11344,4.43271,7.547
2023-01-13 02:00:00,Birmingham A4540 Roadside,72.51043,2.3593,7.241
2023-01-13 03:00:00,Birmingham A4540 Roadside,74.5394,2.35929,7.288
2023-01-13 04:00:00,Birmingham A4540 Roadside,76.5351,3.27115,6.392
2023-01-13 05:00:00,Birmingham A4540 Roadside,73.59144,3.48434,3.373
2023-01-13 06:00:00,Birmingham A4540 Roadside,68.20305,9.16944,2.524
2023-01-13 07:00:00,Birmingham A4540 Roadside,60.86885,13.56504,2.359
2023-01-13 08:00:00,Birmingham A4540 Roadside,55.18111,21.18038,3.443
2023-01-13 09:00:00,Birmingham A4540 Roadside,53.78412,25.47083,4.67
2023-01-13 10:00:00,Birmingham A4540 Roadside,52.43702,25.25467,5.165
2023-01-13 11:00:00,Birmingham A4540 Roadside,54.43272,22.1442,5.118
2023-01-13 12:00:00,Birmingham A4540 Roadside,58.37423,18.60566,5.047
2023-01-13 13:00:00,Birmingham A4540 Roadside,58.47401,21.28687,4.764
2023-01-13 14:00:00,Birmingham A4540 Roadside,58.27444,24.12986,4.764
2023-01-13 15:00:00,Birmingham A4540 Roadside,54.23315,24.87809,5.59
2023-01-13 16:00:00,Birmingham A4540 Roadside,53.13551,24.39673,6.156
2023-01-13 17:00:00,Birmingham A4540 Roadside,45.2525,38.3377,7.028
2023-01-13 18:00:00,Birmingham A4540 Roadside,43.80562,35.65773,8.443
2023-01-13 19:00:00,Birmingham A4540 Roadside,45.15271,31.63859,8.042
2023-01-13 20:00:00,Birmingham A4540 Roadside,45.2525,27.82929,8.609
2023-01-13 21:00:00,Birmingham A4540 Roadside,30.73378,49.27653,9.552
2023-01-13 22:00:00,Birmingham A4540 Roadside,24.24776,52.86905,11.156
2023-01-13 23:00:00,Birmingham A4540 Roadside,42.75787,26.37887,8.396
2023-01-14 00:00:00,Birmingham A4540 Roadside,48.39573,20.10832,8.42
2023-01-14 01:00:00,Birmingham A4540 Roadside,53.35171,16.26714,8.16
2023-01-14 02:00:00,Birmingham A4540 Roadside,54.21652,11.32209,6.816
2023-01-14 03:00:00,Birmingham A4540 Roadside,62.26584,7.95491,3.255
2023-01-14 04:00:00,Birmingham A4540 Roadside,65.35917,5.96621,0.991
2023-01-14 05:00:00,Birmingham A4540 Roadside,67.8538,6.61199,0.613
2023-01-14 06:00:00,Birmingham A4540 Roadside,70.34843,6.34122,0.637
2023-01-14 07:00:00,Birmingham A4540 Roadside,68.80176,7.73859,0.684
2023-01-14 08:00:00,Birmingham A4540 Roadside,65.05982,9.72662,0.542
2023-01-14 09:00:00,Birmingham A4540 Roadside,53.68433,20.36957,0.637
2023-01-14 10:00:00,Birmingham A4540 Roadside,52.28734,26.71226,0.731
2023-01-14 11:00:00,Birmingham A4540 Roadside,52.88605,28.80867,1.179
2023-01-14 12:00:00,Birmingham A4540 Roadside,52.93594,24.4,1.274
2023-01-14 13:00:00,Birmingham A4540 Roadside,53.73422,24.50766,1.533
2023-01-14 14:00:00,Birmingham A4540 Roadside,55.18111,24.98959,1.863
2023-01-14 15:00:00,Birmingham A4540 Roadside,61.66713,21.55069,2.948
2023-01-14 16:00:00,Birmingham A4540 Roadside,63.76262,16.60728,3.491
2023-01-14 17:00:00,Birmingham A4540 Roadside,61.36778,18.16545,3.443
2023-01-14 18:00:00,Birmingham A4540 Roadside,62.86455,17.35775,3.373
2023-01-14 19:00:00,Birmingham A4540 Roadside,62.66498,17.03575,3.325
2023-01-14 20:00:00,Birmingham A4540 Roadside,64.46111,19.13268,3.491
2023-01-14 21:00:00,Birmingham A4540 Roadside,62.71487,18.75691,3.915
2023-01-14 22:00:00,Birmingham A4540 Roadside,64.01208,14.24041,3.443
2023-01-14 23:00:00,Birmingham A4540 Roadside,64.36132,14.7252,3.373
2023-01-15 00:00:00,Birmingham A4540 Roadside,66.5566,12.84459,3.019
2023-01-15 01:00:00,Birmingham A4540 Roadside,66.45681,8.18352,3.208
2023-01-15 02:00:00,Birmingham A4540 Roadside,71.97825,4.52377,2.571
2023-01-15 03:00:00,Birmingham A4540 Roadside,74.93854,4.14761,2.571
2023-01-15 04:00:00,Birmingham A4540 Roadside,73.1923,3.33898,2.83
2023-01-15 05:00:00,Birmingham A4540 Roadside,73.74111,3.17905,2.075
