The 'absorption cross section' of Ozone at the relevant wavelength has been updated
by the BIPM (the international bureau of weights and measures) and reflected within
the updated CEN reference method EN14625:2024. This results in an increase of ~1.24%
and will dramatically improve measurement uncertainty - this change has been applied
to all data from 1 January 2025.
Please refer to the UK-AIR data page ( https://uk-air.defra.gov.uk/data/ ) for further details:

Hourly measurement data supplied by UK-air on 25/06/2026
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Birmingham A4540 Roadside",,,,,,"Edinburgh St Leonards",,,,,,"Leeds Centre",,,,,,"London Marylebone Road",,,,,,"Manchester Piccadilly",,,,,
Latitude,,52.476145,,,,,,55.945589,,,,,,53.803780,,,,,,51.522530,,,,,,53.481520,,,,,,
Longitude,,-1.874978,,,,,,-3.182186,,,,,,-1.546472,,,,,,-0.154611,,,,,,-2.237881,,,,,,
Site Type,,Urban Traffic,,,,,,Urban Background,,,,,,Urban Background,,,,,,Urban Traffic,,,,,,Urban Background,,,,,,
Zone,,West Midlands,,,,,,Central Scotland,,,,,,Yorkshire & Humberside,,,,,,Greater London,,,,,,North West & Merseyside,,,,,,
Agglomeration,,West Midlands Urban Area,,,,,,Edinburgh Urban Area,,,,,,West Yorkshire Urban Area,,,,,,Greater London Urban Area,,,,,,Greater Manchester Urban Area,,,,,,
Local Authority,,"Birmingham",,,,,,"Edinburgh",,,,,,"Leeds",,,,,,"Westminster",,,,,,"Manchester",,,,,,
Date,Time,"Ozone",Status,"Nitrogen dioxide",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Ozone",Status,"Nitrogen dioxide",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Ozone",Status,"Nitrogen dioxide",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Ozone",Status,"Nitrogen dioxide",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Ozone",Status,"Nitrogen dioxide",Status,"PM2.5 particulate matter (Hourly measured)",Status
2023-01-01,01:00:00,61.33451,V ugm-3,14.17608,V ugm-3,7.123,V ugm-3 (Ref.eq),79.76148,V ugm-3,2.08761,V ugm-3,2.901,V ugm-3 (Ref.eq),51.61448,V ugm-3,27.91846,V ugm-3,9.363,V ugm-3 (Ref.eq),48.89465,V ugm-3,22.5675,V ugm-3,9,V ugm-3 (BAM),52.42039,V ugm-3,19.12272,V ugm-3,23.986,V ugm-3 (Ref.eq)
2023-01-01,02:00:00,65.79158,V ugm-3,10.04362,V ugm-3,4.057,V ugm-3 (Ref.eq),77.63273,V ugm-3,2.91471,V ugm-3,2.759,V ugm-3 (Ref.eq),76.61852,V ugm-3,7.69173,V ugm-3,2.948,V ugm-3 (Ref.eq),46.49981,V ugm-3,27.54,V ugm-3,11,V ugm-3 (BAM),55.8796,V ugm-3,17.11373,V ugm-3,3.208,V ugm-3 (Ref.eq)
2023-01-01,03:00:00,66.40692,V ugm-3,11.48356,V ugm-3,4.363,V ugm-3 (Ref.eq),78.38112,V ugm-3,2.56702,V ugm-3,2.759,V ugm-3 (Ref.eq),79.67418,V ugm-3,4.70218,V ugm-3,2.335,V ugm-3 (Ref.eq),47.69723,V ugm-3,23.52375,V ugm-3,9,V ugm-3 (BAM),54.23315,V ugm-3,19.07966,V ugm-3,4.599,V ugm-3 (Ref.eq)
2023-01-01,04:00:00,67.25509,V ugm-3,8.76057,V ugm-3,4.127,V ugm-3 (Ref.eq),77.8323,V ugm-3,2.30605,V ugm-3,2.547,V ugm-3 (Ref.eq),81.50758,V ugm-3,3.34406,V ugm-3,1.627,V ugm-3 (Ref.eq),51.68863,V ugm-3,21.61125,V ugm-3,10,V ugm-3 (BAM),55.97939,V ugm-3,15.55266,V ugm-3,2.807,V ugm-3 (Ref.eq)
2023-01-01,05:00:00,68.25294,V ugm-3,8.22369,V ugm-3,5.024,V ugm-3 (Ref.eq),75.23789,V ugm-3,3.4831,V ugm-3,1.627,V ugm-3 (Ref.eq),81.45519,V ugm-3,2.47207,V ugm-3,1.226,V ugm-3 (Ref.eq),53.48476,V ugm-3,21.22875,V ugm-3,11,V ugm-3 (BAM),58.12476,V ugm-3,13.99137,V ugm-3,1.958,V ugm-3 (Ref.eq)
2023-01-01,06:00:00,66.5566,V ugm-3,6.56865,V ugm-3,5.778,V ugm-3 (Ref.eq),73.39187,V ugm-3,7.18489,V ugm-3,1.25,V ugm-3 (Ref.eq),84.28386,V ugm-3,2.03622,V ugm-3,1.156,V ugm-3 (Ref.eq),54.68218,V ugm-3,19.89,V ugm-3,13,V ugm-3 (BAM),49.79272,V ugm-3,21.33391,V ugm-3,1.675,V ugm-3 (Ref.eq)
2023-01-01,07:00:00,69.69982,V ugm-3,6.83647,V ugm-3,5.542,V ugm-3 (Ref.eq),66.20735,V ugm-3,11.5414,V ugm-3,1.038,V ugm-3 (Ref.eq),82.71238,V ugm-3,3.34509,V ugm-3,1.274,V ugm-3 (Ref.eq),56.67788,V ugm-3,15.6825,V ugm-3,11,V ugm-3 (BAM),54.88175,V ugm-3,13.47106,V ugm-3,2.311,V ugm-3 (Ref.eq)
2023-01-01,08:00:00,67.45466,V ugm-3,8.22437,V ugm-3,5.283,V ugm-3 (Ref.eq),60.5196,V ugm-3,13.45779,V ugm-3,0.873,V ugm-3 (Ref.eq),83.60289,V ugm-3,3.05448,V ugm-3,1.557,V ugm-3 (Ref.eq),52.88605,V ugm-3,18.55125,V ugm-3,13,V ugm-3 (BAM),59.97079,V ugm-3,9.53959,V ugm-3,2.453,V ugm-3 (Ref.eq)
2023-01-01,09:00:00,63.96219,V ugm-3,11.74592,V ugm-3,5.896,V ugm-3 (Ref.eq),47.99659,V ugm-3,19.42557,V ugm-3,3.609,V ugm-3 (Ref.eq),83.8648,V ugm-3,4.80052,V ugm-3,0.991,V ugm-3 (Ref.eq),52.28734,V ugm-3,19.69875,V ugm-3,12,V ugm-3 (BAM),52.23745,V ugm-3,12.25713,V ugm-3,3.184,V ugm-3 (Ref.eq)
2023-01-01,10:00:00,67.90369,V ugm-3,7.52999,V ugm-3,5.59,V ugm-3 (Ref.eq),36.72088,V ugm-3,23.73503,V ugm-3,5.637,V ugm-3 (Ref.eq),80.72183,V ugm-3,5.81804,V ugm-3,1.439,V ugm-3 (Ref.eq),50.09207,V ugm-3,25.81875,V ugm-3,16,V ugm-3 (BAM),53.38498,V ugm-3,12.60383,V ugm-3,2.972,V ugm-3 (Ref.eq)
2023-01-01,11:00:00,68.5523,V ugm-3,7.79669,V ugm-3,6.792,V ugm-3 (Ref.eq),27.54066,V ugm-3,31.26541,V ugm-3,5.708,V ugm-3 (Ref.eq),78.25985,V ugm-3,7.51514,V ugm-3,1.392,V ugm-3 (Ref.eq),46.49981,V ugm-3,28.305,V ugm-3,8,V ugm-3 (BAM),49.59315,V ugm-3,20.00475,V ugm-3,3.609,V ugm-3 (Ref.eq)
2023-01-01,12:00:00,68.00348,V ugm-3,7.63796,V ugm-3,7.618,V ugm-3 (Ref.eq),23.74883,V ugm-3,31.95232,V ugm-3,4.953,V ugm-3 (Ref.eq),75.0645,V ugm-3,9.06567,V ugm-3,2.642,V ugm-3 (Ref.eq),48.09637,V ugm-3,23.14125,V ugm-3,8,V ugm-3 (BAM),55.92949,V ugm-3,15.78439,V ugm-3,4.08,V ugm-3 (Ref.eq)
2023-01-01,13:00:00,63.01423,V ugm-3,11.5929,V ugm-3,8.632,V ugm-3 (Ref.eq),36.17206,V ugm-3,18.89615,V ugm-3,3.632,V ugm-3 (Ref.eq),69.35478,V ugm-3,15.27002,V ugm-3,3.231,V ugm-3 (Ref.eq),42.10927,V ugm-3,27.54,V ugm-3,11,V ugm-3 (BAM),49.8925,V ugm-3,19.13774,V ugm-3,5.708,V ugm-3 (Ref.eq)
2023-01-01,14:00:00,60.61939,V ugm-3,14.58203,V ugm-3,9.033,V ugm-3 (Ref.eq),48.79487,V ugm-3,12.79959,V ugm-3,2.052,V ugm-3 (Ref.eq),63.69744,V ugm-3,18.52001,V ugm-3,4.623,V ugm-3 (Ref.eq),38.31744,V ugm-3,31.93875,V ugm-3,9,V ugm-3 (BAM),53.03573,V ugm-3,14.39668,V ugm-3,6.392,V ugm-3 (Ref.eq)
2023-01-01,15:00:00,55.28089,V ugm-3,21.63451,V ugm-3,9.646,V ugm-3 (Ref.eq),53.03573,V ugm-3,10.40492,V ugm-3,2.123,V ugm-3 (Ref.eq),72.65489,V ugm-3,11.44234,V ugm-3,5.118,V ugm-3 (Ref.eq),32.72948,V ugm-3,39.015,V ugm-3,18,V ugm-3 (BAM),46.69938,V ugm-3,19.77315,V ugm-3,8.326,V ugm-3 (Ref.eq)
2023-01-01,16:00:00,49.2439,V ugm-3,27.77505,V ugm-3,10.118,V ugm-3 (Ref.eq),53.13551,V ugm-3,12.97583,V ugm-3,1.958,V ugm-3 (Ref.eq),73.2311,V ugm-3,9.50447,V ugm-3,6.132,V ugm-3 (Ref.eq),29.73593,V ugm-3,43.03125,V ugm-3,14,V ugm-3 (BAM),45.40218,V ugm-3,22.20127,V ugm-3,7.759,V ugm-3 (Ref.eq)
2023-01-01,17:00:00,41.51056,V ugm-3,34.07631,V ugm-3,10.425,V ugm-3 (Ref.eq),49.09422,V ugm-3,15.89512,V ugm-3,2.241,V ugm-3 (Ref.eq),66.73564,V ugm-3,13.48166,V ugm-3,6.863,V ugm-3 (Ref.eq),24.74668,V ugm-3,45.9,V ugm-3,19,V ugm-3 (BAM),43.00734,V ugm-3,23.64676,V ugm-3,7.642,V ugm-3 (Ref.eq)
2023-01-01,18:00:00,40.81206,V ugm-3,32.68847,V ugm-3,10.354,V ugm-3 (Ref.eq),43.85551,V ugm-3,19.42308,V ugm-3,2.736,V ugm-3 (Ref.eq),65.68798,V ugm-3,15.95402,V ugm-3,5.259,V ugm-3 (Ref.eq),24.54711,V ugm-3,49.91625,V ugm-3,15,V ugm-3 (BAM),43.20691,V ugm-3,23.87796,V ugm-3,7.783,V ugm-3 (Ref.eq)
2023-01-01,19:00:00,47.74712,V ugm-3,31.56344,V ugm-3,6.887,V ugm-3 (Ref.eq),43.40648,V ugm-3,21.20848,V ugm-3,3.302,V ugm-3 (Ref.eq),56.8353,V ugm-3,24.34248,V ugm-3,6.085,V ugm-3 (Ref.eq),36.52131,V ugm-3,39.015,V ugm-3,8,V ugm-3 (BAM),38.66669,V ugm-3,26.59515,V ugm-3,7.783,V ugm-3 (Ref.eq)
2023-01-01,20:00:00,39.46497,V ugm-3,41.2892,V ugm-3,5.873,V ugm-3 (Ref.eq),45.00304,V ugm-3,18.03011,V ugm-3,3.137,V ugm-3 (Ref.eq),60.29256,V ugm-3,22.54984,V ugm-3,4.175,V ugm-3 (Ref.eq),30.13507,V ugm-3,51.44625,V ugm-3,9,V ugm-3 (BAM),39.914,V ugm-3,26.88404,V ugm-3,8.066,V ugm-3 (Ref.eq)
2023-01-01,21:00:00,33.12862,V ugm-3,44.33319,V ugm-3,5.377,V ugm-3 (Ref.eq),44.15486,V ugm-3,17.89794,V ugm-3,3.042,V ugm-3 (Ref.eq),54.53046,V ugm-3,25.70134,V ugm-3,4.882,V ugm-3 (Ref.eq),26.54281,V ugm-3,48.195,V ugm-3,10,V ugm-3 (BAM),31.13292,V ugm-3,37.05978,V ugm-3,6.91,V ugm-3 (Ref.eq)
2023-01-01,22:00:00,36.32174,V ugm-3,43.58029,V ugm-3,5.071,V ugm-3 (Ref.eq),49.64304,V ugm-3,14.93748,V ugm-3,2.241,V ugm-3 (Ref.eq),47.7207,V ugm-3,31.47161,V ugm-3,5.472,V ugm-3 (Ref.eq),30.33464,V ugm-3,48.96,V ugm-3,8,V ugm-3 (BAM),28.53851,V ugm-3,36.77112,V ugm-3,8.538,V ugm-3 (Ref.eq)
2023-01-01,23:00:00,44.00519,V ugm-3,31.08438,V ugm-3,4.552,V ugm-3 (Ref.eq),50.09207,V ugm-3,13.84875,V ugm-3,1.958,V ugm-3 (Ref.eq),35.35836,V ugm-3,38.6951,V ugm-3,5.495,V ugm-3 (Ref.eq),26.94195,V ugm-3,48.5775,V ugm-3,9,V ugm-3 (BAM),26.34324,V ugm-3,32.60857,V ugm-3,11.109,V ugm-3 (Ref.eq)
2023-01-01,24:00:00,47.54755,V ugm-3,26.70363,V ugm-3,4.693,V ugm-3 (Ref.eq),50.19186,V ugm-3,15.06806,V ugm-3,1.698,V ugm-3 (Ref.eq),8.74792,V ugm-3,62.18369,V ugm-3,7.217,V ugm-3 (Ref.eq),26.34324,V ugm-3,46.85625,V ugm-3,11,V ugm-3 (BAM),34.67529,V ugm-3,20.58252,V ugm-3,7.995,V ugm-3 (Ref.eq)
2023-01-02,01:00:00,48.09637,V ugm-3,18.30483,V ugm-3,4.811,V ugm-3 (Ref.eq),43.57278,V ugm-3,16.3294,V ugm-3,1.863,V ugm-3 (Ref.eq),4.82248,V ugm-3,60.26694,V ugm-3,8.514,V ugm-3 (Ref.eq),35.52346,V ugm-3,39.3975,V ugm-3,9,V ugm-3 (BAM),48.49551,V ugm-3,11.17167,V ugm-3,4.741,V ugm-3 (Ref.eq)
2023-01-02,02:00:00,50.42469,V ugm-3,13.53044,V ugm-3,4.623,V ugm-3 (Ref.eq),49.95902,V ugm-3,9.97997,V ugm-3,1.533,V ugm-3 (Ref.eq),62.06322,V ugm-3,11.90619,V ugm-3,6.014,V ugm-3 (Ref.eq),40.31314,V ugm-3,27.73125,V ugm-3,8,V ugm-3 (BAM),45.50196,V ugm-3,14.94606,V ugm-3,4.41,V ugm-3 (Ref.eq)
2023-01-02,03:00:00,50.14196,V ugm-3,10.68122,V ugm-3,4.67,V ugm-3 (Ref.eq),46.5996,V ugm-3,10.67736,V ugm-3,1.769,V ugm-3 (Ref.eq),57.18832,V ugm-3,10.43551,V ugm-3,8.821,V ugm-3 (Ref.eq),42.90755,V ugm-3,19.69875,V ugm-3,6,V ugm-3 (BAM),44.10497,V ugm-3,17.39201,V ugm-3,4.104,V ugm-3 (Ref.eq)
2023-01-02,04:00:00,47.8968,V ugm-3,11.05481,V ugm-3,4.693,V ugm-3 (Ref.eq),47.34798,V ugm-3,8.84638,V ugm-3,1.769,V ugm-3 (Ref.eq),62.43014,V ugm-3,10.72691,V ugm-3,5.472,V ugm-3 (Ref.eq),41.51056,V ugm-3,21.22875,V ugm-3,7,V ugm-3 (BAM),43.00734,V ugm-3,15.60088,V ugm-3,4.623,V ugm-3 (Ref.eq)
2023-01-02,05:00:00,35.07443,V ugm-3,24.4664,V ugm-3,4.458,V ugm-3 (Ref.eq),43.95529,V ugm-3,8.49807,V ugm-3,2.193,V ugm-3 (Ref.eq),61.32936,V ugm-3,11.30848,V ugm-3,4.057,V ugm-3 (Ref.eq),44.50411,V ugm-3,20.46375,V ugm-3,5,V ugm-3 (BAM),40.86196,V ugm-3,16.06315,V ugm-3,4.151,V ugm-3 (Ref.eq)
2023-01-02,06:00:00,43.05723,V ugm-3,23.98042,V ugm-3,3.09,V ugm-3 (Ref.eq),46.79917,V ugm-3,8.36712,V ugm-3,1.651,V ugm-3 (Ref.eq),57.45041,V ugm-3,9.75562,V ugm-3,3.915,V ugm-3 (Ref.eq),37.12002,V ugm-3,25.05375,V ugm-3,8,V ugm-3 (BAM),38.16776,V ugm-3,18.66349,V ugm-3,3.538,V ugm-3 (Ref.eq)
2023-01-02,07:00:00,44.15486,V ugm-3,21.94545,V ugm-3,2.759,V ugm-3 (Ref.eq),45.10282,V ugm-3,12.33363,V ugm-3,1.392,V ugm-3 (Ref.eq),50.37395,V ugm-3,14.02157,V ugm-3,4.057,V ugm-3 (Ref.eq),29.9355,V ugm-3,33.85125,V ugm-3,7,V ugm-3 (BAM),35.42368,V ugm-3,19.01073,V ugm-3,2.83,V ugm-3 (Ref.eq)
2023-01-02,08:00:00,37.51916,V ugm-3,25.58013,V ugm-3,2.759,V ugm-3 (Ref.eq),48.29594,V ugm-3,12.63808,V ugm-3,1.014,V ugm-3 (Ref.eq),52.47068,V ugm-3,18.19599,V ugm-3,1.981,V ugm-3 (Ref.eq),26.54281,V ugm-3,40.1625,V ugm-3,8,V ugm-3 (BAM),37.56905,V ugm-3,21.49494,V ugm-3,2.359,V ugm-3 (Ref.eq)
2023-01-02,09:00:00,18.36044,V ugm-3,43.45429,V ugm-3,3.585,V ugm-3 (Ref.eq),49.59315,V ugm-3,15.68879,V ugm-3,0.896,V ugm-3 (Ref.eq),50.68846,V ugm-3,16.78844,V ugm-3,1.226,V ugm-3 (Ref.eq),13.9699,V ugm-3,50.29875,V ugm-3,7,V ugm-3 (BAM),37.71873,V ugm-3,24.38483,V ugm-3,2.406,V ugm-3 (Ref.eq)
2023-01-02,10:00:00,24.24776,V ugm-3,38.79104,V ugm-3,4.104,V ugm-3 (Ref.eq),49.94239,V ugm-3,16.86458,V ugm-3,0.967,V ugm-3 (Ref.eq),49.79734,V ugm-3,19.79401,V ugm-3,1.038,V ugm-3 (Ref.eq),13.37119,V ugm-3,56.2275,V ugm-3,7,V ugm-3 (BAM),34.72518,V ugm-3,27.9108,V ugm-3,2.877,V ugm-3 (Ref.eq)
2023-01-02,11:00:00,31.9312,V ugm-3,32.1081,V ugm-3,4.198,V ugm-3 (Ref.eq),47.59745,V ugm-3,19.0839,V ugm-3,1.203,V ugm-3 (Ref.eq),52.05133,V ugm-3,21.96899,V ugm-3,1.792,V ugm-3 (Ref.eq),19.15872,V ugm-3,48.38625,V ugm-3,10,V ugm-3 (BAM),33.02884,V ugm-3,32.2466,V ugm-3,3.868,V ugm-3 (Ref.eq)
2023-01-02,12:00:00,35.77292,V ugm-3,35.73972,V ugm-3,3.986,V ugm-3 (Ref.eq),47.09852,V ugm-3,21.60898,V ugm-3,1.439,V ugm-3 (Ref.eq),56.50688,V ugm-3,23.51954,V ugm-3,2.217,V ugm-3 (Ref.eq),29.33679,V ugm-3,36.14625,V ugm-3,10,V ugm-3 (BAM),38.41723,V ugm-3,31.61024,V ugm-3,4.175,V ugm-3 (Ref.eq)
2023-01-02,13:00:00,35.62324,V ugm-3,32.43474,V ugm-3,3.797,V ugm-3 (Ref.eq),46.74927,V ugm-3,20.86799,V ugm-3,1.816,V ugm-3 (Ref.eq),64.52687,V ugm-3,17.70164,V ugm-3,2.311,V ugm-3 (Ref.eq),23.54926,V ugm-3,42.26625,V ugm-3,9,V ugm-3 (BAM),36.17206,V ugm-3,31.61077,V ugm-3,5.024,V ugm-3 (Ref.eq)
2023-01-02,14:00:00,33.2783,V ugm-3,42.81079,V ugm-3,4.08,V ugm-3 (Ref.eq),63.01423,V ugm-3,11.63319,V ugm-3,1.792,V ugm-3 (Ref.eq),67.67197,V ugm-3,16.92513,V ugm-3,2.406,V ugm-3 (Ref.eq),27.74023,V ugm-3,45.5175,V ugm-3,7,V ugm-3 (BAM),45.75142,V ugm-3,27.10168,V ugm-3,6.698,V ugm-3 (Ref.eq)
2023-01-02,15:00:00,32.5798,V ugm-3,41.95037,V ugm-3,4.599,V ugm-3 (Ref.eq),63.71272,V ugm-3,8.14776,V ugm-3,1.58,V ugm-3 (Ref.eq),58.39394,V ugm-3,22.16639,V ugm-3,3.042,V ugm-3 (Ref.eq),36.72088,V ugm-3,30.40875,V ugm-3,8,V ugm-3 (BAM),39.06583,V ugm-3,35.94279,V ugm-3,6.415,V ugm-3 (Ref.eq)
2023-01-02,16:00:00,38.96604,V ugm-3,31.09669,V ugm-3,3.302,V ugm-3 (Ref.eq),62.16606,V ugm-3,9.41222,V ugm-3,1.934,V ugm-3 (Ref.eq),38.57984,V ugm-3,28.51701,V ugm-3,4.906,V ugm-3 (Ref.eq),16.96345,V ugm-3,59.2875,V ugm-3,9,V ugm-3 (BAM),22.95055,V ugm-3,48.48247,V ugm-3,6.745,V ugm-3 (Ref.eq)
2023-01-02,17:00:00,14.71829,V ugm-3,69.50428,V ugm-3,7.406,V ugm-3 (Ref.eq),55.13121,V ugm-3,15.55758,V ugm-3,2.83,V ugm-3 (Ref.eq),14.25777,V ugm-3,56.26521,V ugm-3,8.679,V ugm-3 (Ref.eq),10.17807,V ugm-3,64.26,V ugm-3,13,V ugm-3 (BAM),7.13463,V ugm-3,70.05565,V ugm-3,7.854,V ugm-3 (Ref.eq)
2023-01-02,18:00:00,2.14538,V ugm-3,112.31581,V ugm-3,12.217,V ugm-3 (Ref.eq),61.46756,V ugm-3,10.50299,V ugm-3,2.712,V ugm-3 (Ref.eq),8.17725,V ugm-3,64.07192,V ugm-3,10.071,V ugm-3 (Ref.eq),5.58796,V ugm-3,75.92625,V ugm-3,16,V ugm-3 (BAM),1.89592,V ugm-3,80.15164,V ugm-3,11.061,V ugm-3 (Ref.eq)
2023-01-02,19:00:00,3.09334,V ugm-3,86.29757,V ugm-3,14.175,V ugm-3 (Ref.eq),68.30283,V ugm-3,6.75401,V ugm-3,2.429,V ugm-3 (Ref.eq),2.67333,V ugm-3,43.95512,V ugm-3,14.646,V ugm-3 (Ref.eq),8.58151,V ugm-3,65.98125,V ugm-3,17,V ugm-3 (BAM),1.9957,V ugm-3,67.11565,V ugm-3,13.373,V ugm-3 (Ref.eq)
2023-01-02,20:00:00,4.54022,V ugm-3,75.4608,V ugm-3,12.665,V ugm-3 (Ref.eq),65.95789,V ugm-3,10.15312,V ugm-3,4.835,V ugm-3 (Ref.eq),2.04431,V ugm-3,50.30068,V ugm-3,20.26,V ugm-3 (Ref.eq),7.78323,V ugm-3,66.1725,V ugm-3,21,V ugm-3 (BAM),3.39269,V ugm-3,60.92149,V ugm-3,15.354,V ugm-3 (Ref.eq)
2023-01-02,21:00:00,2.29506,V ugm-3,78.04457,V ugm-3,13.797,V ugm-3 (Ref.eq),60.81896,V ugm-3,12.85666,V ugm-3,5.212,V ugm-3 (Ref.eq),1.57255,V ugm-3,76.17032,V ugm-3,20.637,V ugm-3 (Ref.eq),1.9957,V ugm-3,78.795,V ugm-3,21,V ugm-3 (BAM),2.09549,V ugm-3,61.61868,V ugm-3,13.349,V ugm-3 (Ref.eq)
2023-01-02,22:00:00,1.79613,V ugm-3,78.95892,V ugm-3,23.703,V ugm-3 (Ref.eq),67.25509,V ugm-3,6.05618,V ugm-3,2.807,V ugm-3 (Ref.eq),1.46771,V ugm-3,40.68331,V ugm-3,21.816,V ugm-3 (Ref.eq),0.99785,V ugm-3,75.54375,V ugm-3,22,V ugm-3 (BAM),7.18452,V ugm-3,52.30242,V ugm-3,12.217,V ugm-3 (Ref.eq)
2023-01-02,23:00:00,1.79613,V ugm-3,77.57743,V ugm-3,26.604,V ugm-3 (Ref.eq),57.82541,V ugm-3,11.54983,V ugm-3,3.844,V ugm-3 (Ref.eq),1.83464,V ugm-3,41.82848,V ugm-3,29.929,V ugm-3 (Ref.eq),4.39054,V ugm-3,69.42375,V ugm-3,19,V ugm-3 (BAM),15.81592,V ugm-3,40.33426,V ugm-3,9.859,V ugm-3 (Ref.eq)
2023-01-02,24:00:00,1.74624,V ugm-3,59.38735,V ugm-3,20.142,V ugm-3 (Ref.eq),51.04003,V ugm-3,11.02576,V ugm-3,3.042,V ugm-3 (Ref.eq),1.93947,V ugm-3,35.14824,V ugm-3,36.179,V ugm-3 (Ref.eq),6.58581,V ugm-3,64.45125,V ugm-3,11,V ugm-3 (BAM),14.56861,V ugm-3,42.64694,V ugm-3,10.826,V ugm-3 (Ref.eq)
2023-01-03,01:00:00,1.39699,V ugm-3,55.99925,V ugm-3,14.906,V ugm-3 (Ref.eq),47.56418,V ugm-3,11.92145,V ugm-3,2.783,V ugm-3 (Ref.eq),1.46871,V ugm-3,35.88812,V ugm-3,27.925,V ugm-3 (Ref.eq),1.39699,V ugm-3,67.7025,V ugm-3,20,V ugm-3 (BAM),12.70596,V ugm-3,45.66657,V ugm-3,7.901,V ugm-3 (Ref.eq)
2023-01-03,02:00:00,7.51714,V ugm-3,40.17412,V ugm-3,11.415,V ugm-3 (Ref.eq),63.99545,V ugm-3,7.4583,V ugm-3,2.712,V ugm-3 (Ref.eq),1.04908,V ugm-3,40.62767,V ugm-3,23.278,V ugm-3 (Ref.eq),22.55141,V ugm-3,35.38125,V ugm-3,11,V ugm-3 (BAM),25.14582,V ugm-3,32.41723,V ugm-3,5.165,V ugm-3 (Ref.eq)
2023-01-03,03:00:00,12.17377,V ugm-3,34.02651,V ugm-3,9.552,V ugm-3 (Ref.eq),69.50025,V ugm-3,3.83784,V ugm-3,2.382,V ugm-3 (Ref.eq),3.30459,V ugm-3,21.46641,V ugm-3,19.458,V ugm-3 (Ref.eq),27.14152,V ugm-3,31.365,V ugm-3,10,V ugm-3 (BAM),29.58625,V ugm-3,28.47031,V ugm-3,3.467,V ugm-3 (Ref.eq)
2023-01-03,04:00:00,29.9355,V ugm-3,20.34801,V ugm-3,7.288,V ugm-3 (Ref.eq),74.19015,V ugm-3,2.35476,V ugm-3,2.099,V ugm-3 (Ref.eq),3.5144,V ugm-3,44.64948,V ugm-3,17.807,V ugm-3 (Ref.eq),21.9527,V ugm-3,34.0425,V ugm-3,8,V ugm-3 (BAM),28.5884,V ugm-3,28.70146,V ugm-3,3.09,V ugm-3 (Ref.eq)
2023-01-03,05:00:00,31.03314,V ugm-3,21.36904,V ugm-3,7.193,V ugm-3 (Ref.eq),69.30068,V ugm-3,3.61949,V ugm-3,2.264,V ugm-3 (Ref.eq),8.13033,V ugm-3,33.6427,V ugm-3,18.962,V ugm-3 (Ref.eq),19.75743,V ugm-3,36.91125,V ugm-3,9,V ugm-3 (BAM),36.77077,V ugm-3,21.5982,V ugm-3,3.774,V ugm-3 (Ref.eq)
2023-01-03,06:00:00,31.98109,V ugm-3,28.21821,V ugm-3,7.052,V ugm-3 (Ref.eq),66.45681,V ugm-3,5.18961,V ugm-3,2.712,V ugm-3 (Ref.eq),10.54321,V ugm-3,13.91622,V ugm-3,19.599,V ugm-3 (Ref.eq),18.36044,V ugm-3,36.72,V ugm-3,10,V ugm-3 (BAM),45.65164,V ugm-3,18.30663,V ugm-3,4.481,V ugm-3 (Ref.eq)
2023-01-03,07:00:00,28.43873,V ugm-3,35.64679,V ugm-3,6.792,V ugm-3 (Ref.eq),61.01853,V ugm-3,5.40758,V ugm-3,2.925,V ugm-3 (Ref.eq),12.69381,V ugm-3,13.57989,V ugm-3,17.076,V ugm-3 (Ref.eq),9.18022,V ugm-3,54.12375,V ugm-3,11,V ugm-3 (BAM),45.50196,V ugm-3,21.31152,V ugm-3,5.142,V ugm-3 (Ref.eq)
2023-01-03,08:00:00,32.48002,V ugm-3,38.90126,V ugm-3,5.802,V ugm-3 (Ref.eq),49.69293,V ugm-3,12.21151,V ugm-3,3.302,V ugm-3 (Ref.eq),5.29783,V ugm-3,20.44267,V ugm-3,15.92,V ugm-3 (Ref.eq),9.9785,V ugm-3,62.92125,V ugm-3,7,V ugm-3 (BAM),37.81852,V ugm-3,31.59203,V ugm-3,5.59,V ugm-3 (Ref.eq)
2023-01-03,09:00:00,28.98754,V ugm-3,41.79142,V ugm-3,4.434,V ugm-3 (Ref.eq),58.37423,V ugm-3,8.2422,V ugm-3,1.816,V ugm-3 (Ref.eq),6.66163,V ugm-3,18.83075,V ugm-3,14.835,V ugm-3 (Ref.eq),12.57291,V ugm-3,66.9375,V ugm-3,8,V ugm-3 (BAM),37.12002,V ugm-3,30.0328,V ugm-3,5.354,V ugm-3 (Ref.eq)
2023-01-03,10:00:00,35.42368,V ugm-3,40.29071,V ugm-3,2.453,V ugm-3 (Ref.eq),62.76477,V ugm-3,5.23286,V ugm-3,1.203,V ugm-3 (Ref.eq),7.18616,V ugm-3,29.93692,V ugm-3,13.703,V ugm-3 (Ref.eq),22.15227,V ugm-3,51.82875,V ugm-3,5,V ugm-3 (BAM),39.36518,V ugm-3,29.2242,V ugm-3,4.741,V ugm-3 (Ref.eq)
